id	movies_95_04	main_genre
26	11	Drama
11641	17	Drama
440	11	Thriller
1973	14	Adult
4791	11	Drama
11595	10	Drama
9613	21	Drama
770	11	Drama
17190	11	Drama
5255	13	Family
9462	13	Romance
3924	14	Comedy
1317	10	Animation
12013	45	Adult
2042	13	Sci-Fi
4225	15	Drama
4042	16	Thriller
17439	10	Romance
10359	16	Drama
8112	11	Drama
8372	26	Crime
1971	31	Adult
17474	15	Sci-Fi
8765	14	Drama
15121	13	Drama
10224	12	Comedy
2818	10	Adventure
12776	11	Crime
7176	16	Drama
1020	13	Drama
941	14	Drama
553	31	Comedy
4062	29	Drama
3534	19	Drama
14060	30	Adult
16307	13	Action
13776	17	Drama
2532	24	Drama
3431	12	Drama
15899	15	Comedy
12829	11	Drama
7647	28	Drama
13181	86	Romance
8059	16	Drama
17552	11	Comedy
2270	14	Adult
14293	10	Crime
14403	17	Comedy
7458	15	Drama
13559	15	Drama
15590	11	Romance
13460	14	Drama
17195	11	Comedy
12448	29	Adult
2406	47	Animation
17765	12	Drama
4102	13	Comedy
12282	12	Crime
9285	15	Drama
3740	13	Drama
5564	10	Drama
14938	12	Sci-Fi
12992	10	Drama
6247	112	Adult
11248	11	Thriller
7574	15	Drama
4793	17	Drama
1268	22	Comedy
14309	16	Drama
13571	11	Comedy
4232	25	Thriller
16717	10	Drama
14313	29	Animation
5351	11	Action
14889	18	Adult
2580	33	Crime
4328	17	Thriller
137	72	Adult
11822	13	Crime
2839	15	Music
1410	56	Animation
3489	27	Sci-Fi
9058	21	Drama
1060	15	Thriller
14746	18	Drama
414	11	Thriller
4712	18	Drama
3473	14	Drama
8615	17	Drama
5806	10	Drama
8786	24	Animation
12135	10	Comedy
11636	10	Drama
230	32	Drama
1856	20	Adult
11364	11	Drama
11574	11	Drama
7429	19	Comedy
2352	17	Adult
9583	28	Drama
9838	19	Drama
16948	10	Drama
6159	16	Drama
16167	14	Drama
10143	11	Drama
10771	19	Comedy
7167	40	Sci-Fi
9981	36	Thriller
7295	10	Comedy
5271	10	Drama
3262	26	Drama
10127	11	Sci-Fi
12732	35	Comedy
2369	12	Fantasy
7258	12	Sci-Fi
1144	17	Drama
9509	10	Drama
6221	15	Adult
5853	27	Crime
16120	11	Drama
13608	12	Comedy
8806	11	Drama
15771	10	Sci-Fi
7942	11	Drama
7561	15	Adult
12298	47	Drama
11213	24	Crime
17520	12	Drama
17295	12	Family
1451	48	Drama
14350	22	Adult
521	22	Drama
16128	14	Drama
903	25	Drama
17131	10	Romance
4569	11	Drama
3945	27	Family
15209	11	Drama
15617	12	Romance
3855	32	Music
4215	13	Music
14080	12	Drama
12670	21	Drama
9384	19	Horror
17403	10	Crime
13339	18	Comedy
1614	127	Adult
6751	15	Fantasy
15469	14	Romance
9897	21	Thriller
10792	15	Action
17589	30	Adult
2086	13	Drama
17269	11	Comedy
17751	11	Drama
12475	29	Adult
7013	11	Comedy
3647	39	Comedy
9762	15	Thriller
1316	21	Fantasy
15851	11	Drama
13889	13	Thriller
10264	70	Adult
3665	65	Adult
599	16	Drama
11203	31	Crime
14992	31	Adult
14381	14	Family
14538	10	Drama
7428	10	Comedy
10620	10	War
8455	22	Fantasy
5539	20	Comedy
12120	15	Comedy
4754	10	Drama
13953	13	Comedy
15443	12	Drama
13145	10	Comedy
1498	61	Drama
6987	15	Drama
4952	10	Drama
6488	11	Music
13601	16	Adult
7950	15	Drama
3793	23	Adult
13862	11	Horror
58	13	Adult
3032	17	Drama
4803	19	Drama
4037	14	Sci-Fi
2098	13	Drama
3461	18	Drama
2391	33	Animation
8085	38	Drama
9002	18	Comedy
10972	17	Drama
6659	29	Thriller
4794	16	Romance
63	115	Adult
8307	15	Thriller
4765	14	Romance
17429	10	Drama
16854	10	Comedy
7780	15	Drama
17211	18	Crime
3360	23	Thriller
7793	11	Sci-Fi
1463	21	Thriller
16081	20	Drama
5183	14	Drama
9877	14	Drama
13819	14	Comedy
6640	19	Thriller
7625	13	Drama
809	14	Thriller
15579	10	Comedy
3604	31	Music
14391	14	Comedy
826	18	Drama
5400	21	Action
10363	10	Drama
9522	15	Comedy
3735	25	Thriller
1681	42	Adult
7578	10	Thriller
16752	16	Drama
8152	10	Romance
8687	25	Drama
16817	10	Horror
1120	24	Drama
14402	13	Comedy
17733	11	Drama
3212	25	Drama
9678	16	Comedy
1951	25	Adult
4865	43	Drama
6438	13	Adult
13370	16	Drama
10117	13	Fantasy
4266	12	Drama
8140	20	Romance
12920	19	Family
4300	10	Comedy
14160	18	Drama
5848	15	Drama
3112	32	Crime
16404	14	Drama
9560	30	Drama
13893	14	Drama
4622	34	Comedy
5144	21	Comedy
9222	30	Comedy
15467	11	Comedy
13703	19	Sci-Fi
2765	16	Crime
1716	71	Adult
12807	10	Comedy
8516	37	Sci-Fi
17576	18	Action
5797	16	War
2807	12	Family
10113	11	Animation
15667	10	Thriller
12459	43	Adult
15391	10	Romance
1275	32	Family
12642	11	Comedy
6616	20	Drama
6857	24	Drama
11494	13	Adult
5072	12	Drama
17776	14	Adult
13981	43	Thriller
12593	20	Drama
1418	10	Animation
7405	14	Drama
8900	20	Drama
14288	12	Drama
6372	20	Drama
15607	12	Comedy
13286	12	Comedy
1128	14	Drama
7663	21	Drama
8807	15	Comedy
14364	11	Adult
389	10	Drama
1493	19	Crime
5557	16	Drama
11912	14	Thriller
12075	21	Drama
15331	12	Thriller
7741	11	Comedy
13177	20	Romance
14427	14	Music
12508	10	Comedy
6940	12	Comedy
1680	86	Adult
632	50	Thriller
17555	13	Adult
7764	20	Drama
15555	10	Music
407	364	Adult
10277	10	Drama
2566	25	Drama
2604	25	Music
8245	14	Animation
4843	13	Drama
17002	10	Comedy
4595	15	Drama
3549	30	Comedy
12757	16	Crime
6885	11	Drama
651	15	Comedy
6178	17	Music
10519	23	Action
6141	10	Drama
15543	11	Comedy
13454	14	Drama
15025	11	Adult
8096	12	Sci-Fi
13082	11	Comedy
1629	44	Adult
13264	22	Comedy
5055	16	War
8432	30	Thriller
12302	17	Crime
6322	34	Adult
7685	14	Family
1837	36	Adult
3556	18	Drama
11988	11	Romance
14943	19	Comedy
3694	13	Drama
12768	11	Romance
13137	10	Sci-Fi
9563	15	Drama
14467	18	Drama
5250	10	Horror
2	15	Drama
15728	18	Romance
9734	21	Drama
10679	13	Action
3714	10	Drama
8893	15	Drama
6405	13	Adult
5529	14	Romance
17067	13	Drama
13101	17	Adult
345	14	Drama
10278	10	Drama
1097	11	Drama
6638	10	Comedy
15598	12	Drama
11656	14	Romance
2861	30	Music
10414	10	Romance
6091	12	Drama
4514	42	Drama
2192	25	Comedy
13924	10	Drama
2620	43	Music
4457	19	Drama
10623	12	Drama
5119	16	Comedy
7315	25	Romance
17547	11	Comedy
4628	50	Drama
7246	15	Drama
10401	10	
12145	27	Drama
2868	14	Music
17464	10	Family
832	27	Drama
12416	23	Drama
4411	11	Drama
7438	10	Comedy
15189	10	Drama
14401	10	Thriller
10863	11	Thriller
11440	32	Mystery
6526	13	Crime
16299	16	Drama
10681	18	Comedy
2009	13	Drama
6908	14	Family
6202	19	Adult
6492	26	Comedy
13856	11	Romance
9017	11	Drama
6634	27	Comedy
6345	15	Drama
17417	10	Mystery
2132	43	Family
1719	89	Adult
6493	11	Comedy
11428	24	Comedy
7304	11	Drama
14509	12	Drama
15015	12	Adult
7232	34	Drama
5993	20	Comedy
6058	31	Sci-Fi
15328	14	Thriller
8301	12	Comedy
5878	40	Comedy
1134	12	Drama
13755	34	Drama
14787	15	Family
7777	12	Music
14376	15	Comedy
11898	14	Romance
17161	14	Drama
7498	14	Music
13632	12	Romance
15672	10	Drama
4845	10	Romance
14425	15	Music
4080	29	Comedy
4298	24	Fantasy
15566	19	Drama
2813	12	Drama
2859	28	Music
17316	12	Adult
8434	27	Drama
4670	12	Romance
12850	15	Drama
10717	32	Adult
5443	21	Action
9314	16	Comedy
5677	14	Thriller
13447	19	Drama
17066	32	Drama
855	20	Drama
7027	11	Romance
2760	16	Crime
16630	10	Thriller
13685	11	Comedy
8679	10	Drama
6510	13	Musical
15395	10	Family
2018	14	Sci-Fi
11061	14	Drama
12147	13	Comedy
8709	16	Drama
7196	14	Horror
1084	14	Drama
10571	11	Drama
4081	15	Drama
11529	16	Drama
9692	10	Drama
16061	16	Drama
13790	10	Thriller
7162	23	Horror
10320	24	Drama
17630	16	Comedy
13246	17	Drama
9922	12	Musical
10703	31	Adult
12312	34	Adult
17011	10	Adult
6495	11	Music
7331	10	Drama
7901	73	Animation
726	37	Drama
15369	13	Drama
2517	17	Drama
8888	17	Drama
17610	11	Adult
14792	10	Drama
11870	23	Drama
6184	30	Animation
576	13	Drama
6914	12	Mystery
14749	14	Comedy
3482	10	Drama
3318	36	Comedy
6332	27	Adult
15573	13	Drama
7924	16	Drama
2318	12	Adult
11745	11	Family
184	49	Adult
14873	11	Thriller
7008	10	Thriller
9026	21	Drama
4560	24	Drama
13201	26	Romance
12146	19	Drama
5488	41	Romance
8215	11	Sci-Fi
6563	44	Crime
2643	41	Music
16353	15	Drama
16376	11	Comedy
7637	10	Drama
4971	13	Drama
2221	14	Drama
9849	16	Action
9811	14	Drama
4447	14	Comedy
7504	14	Drama
11612	10	Comedy
10150	10	Drama
12885	22	Romance
12081	16	Drama
10069	15	Adult
14306	14	Drama
9984	11	Drama
1395	10	Family
16439	11	Comedy
2720	11	Sci-Fi
6675	29	Animation
9192	11	Drama
12421	15	Music
2011	17	Drama
8533	10	Fantasy
11006	16	Drama
6442	20	Adult
6503	17	Sci-Fi
9076	24	Drama
3485	36	Drama
14284	25	Romance
10351	10	Music
15313	11	Comedy
3443	19	Drama
3108	10	Drama
13365	24	Comedy
5377	16	Action
1380	13	Sci-Fi
13390	17	Drama
13306	14	Comedy
6686	21	Drama
9559	17	Comedy
9306	11	Drama
13326	10	Fantasy
4261	14	Sci-Fi
16900	11	Romance
16555	19	Drama
1137	14	Drama
1413	56	Sci-Fi
11443	19	Music
7564	21	Adult
8913	10	Family
2560	11	Drama
1229	10	Drama
6290	13	Adult
1197	12	Comedy
9697	18	Thriller
2494	13	Romance
1360	12	Animation
4346	71	Sci-Fi
3300	32	Thriller
10824	20	Action
4480	16	Drama
2626	22	Music
3209	14	Drama
2290	39	Adult
12350	10	Adult
2667	23	Music
13606	17	Comedy
266	25	Comedy
13815	10	Comedy
2622	24	Music
12491	38	Adult
6230	34	Adult
11578	15	Action
4066	19	Family
6768	13	Comedy
7481	10	Comedy
10891	12	Drama
5139	20	Drama
8862	33	Drama
12370	20	Drama
2109	11	Drama
17471	25	Drama
6013	10	Drama
4606	49	Crime
11573	17	Drama
2817	20	Sci-Fi
3612	22	Comedy
15363	12	Drama
14143	10	Drama
14395	11	Action
2058	10	Drama
1205	12	Drama
2328	37	Adult
15003	15	Adult
9405	18	Drama
12498	53	Adult
1886	41	Adult
11292	10	Comedy
147	155	Adult
13513	13	Adult
12422	10	Drama
14731	11	Adult
2657	13	Music
471	16	Drama
13244	13	Romance
12982	13	Comedy
4650	13	Drama
6872	33	Drama
9665	12	Comedy
17485	10	Drama
2856	43	Music
10022	14	Adult
12727	20	Drama
11211	17	Crime
15162	15	Drama
11644	10	Comedy
5608	16	Drama
9923	18	Drama
8910	17	Comedy
10289	10	Drama
16294	12	Horror
13745	18	Romance
13634	18	Crime
11128	30	Drama
7666	16	Romance
13669	26	Comedy
8733	12	Drama
15780	10	Drama
14560	18	Drama
10523	10	Romance
5959	17	Comedy
320	24	Romance
17363	17	
976	29	Drama
6693	14	Comedy
6251	28	Adult
15409	20	Comedy
15779	10	Drama
6440	13	Adult
6399	15	Adult
5948	10	Drama
4043	30	Drama
2544	18	Drama
393	12	Drama
16160	12	Romance
17174	14	Drama
9442	19	Comedy
12724	13	Comedy
13545	25	Comedy
9635	28	Animation
12300	17	Drama
12831	12	Comedy
5898	42	Drama
17079	12	Drama
2706	13	Music
35	12	Drama
5883	13	Thriller
1310	10	Action
5612	22	Mystery
15530	34	Comedy
13009	10	Thriller
11470	11	Drama
17500	15	Romance
17265	16	Comedy
972	25	Comedy
7069	16	Thriller
5750	33	Drama
4598	20	Crime
9398	11	Thriller
15909	11	Drama
3026	13	Music
16216	16	Romance
1964	25	Adult
4122	22	Romance
10056	26	Adult
15717	10	Drama
15073	17	Romance
17259	23	Drama
7760	25	Drama
16799	10	Drama
13861	11	Thriller
13679	11	Comedy
13575	17	Drama
15129	13	Comedy
9591	26	Drama
516	12	Drama
5300	13	Drama
11238	23	Romance
3999	14	Comedy
7287	25	Comedy
16556	14	Crime
10170	16	Sci-Fi
1161	14	Romance
12002	50	Adult
1089	14	Drama
4962	15	Drama
4290	17	Fantasy
8897	10	Drama
13840	10	Drama
14502	17	Drama
14562	13	Romance
5412	21	Action
3139	15	Drama
8698	10	Thriller
8810	12	Comedy
8214	16	Animation
2280	43	Adult
16143	10	Family
922	25	Drama
3970	35	Comedy
9944	35	Comedy
12085	16	Comedy
7621	15	Comedy
15187	20	Thriller
4193	26	Comedy
15405	29	Action
7990	10	Drama
7126	15	Drama
10154	15	Drama
4847	16	Comedy
6661	13	Romance
15560	18	Drama
4326	24	Comedy
2794	18	Drama
11673	15	Drama
2213	18	Comedy
15916	10	Romance
9307	12	
11434	22	Drama
9021	18	Comedy
8578	29	Drama
14359	31	Adult
3169	52	Thriller
1872	11	Adult
682	58	Music
3697	11	Comedy
6086	12	Drama
9108	14	Comedy
2006	31	Family
525	10	Comedy
701	75	Family
7768	40	Drama
16770	15	Comedy
17149	11	Romance
5448	21	Action
9421	12	Comedy
10803	15	Action
7509	11	War
2409	12	Fantasy
9322	11	Drama
344	10	Drama
13276	13	Drama
11303	13	Comedy
8774	14	Action
15792	16	Drama
12575	15	Drama
13539	20	Drama
2368	17	Fantasy
16214	15	Crime
11099	11	Drama
1012	12	Drama
4021	10	Drama
13813	13	Family
9904	13	Drama
9659	11	Drama
14614	21	Drama
5370	28	Action
8368	18	Drama
3638	17	Comedy
16465	11	Comedy
5952	14	Action
2471	27	Crime
4434	11	Thriller
16768	11	Drama
875	34	Drama
16134	20	Drama
13646	23	Drama
5252	13	Crime
4913	17	Drama
9603	16	Drama
7657	15	Drama
3572	14	Family
6949	10	Thriller
51	12	Drama
13910	10	Drama
4272	19	Thriller
2498	28	Drama
9223	14	Drama
11460	16	Drama
14916	18	Adult
2593	11	Drama
8701	28	Drama
5578	18	Drama
10382	12	Drama
5610	12	Drama
3095	12	Drama
8322	23	War
10017	16	Romance
10291	26	Romance
231	28	Drama
17553	15	Comedy
1632	79	Adult
5662	42	Music
10331	13	Drama
6875	13	Drama
952	18	Comedy
15246	16	Romance
1326	12	Animation
7866	13	Drama
635	15	Drama
17217	15	Drama
11820	14	Animation
10787	25	Action
5082	21	Drama
12169	14	Comedy
254	32	Drama
11961	20	Adult
155	82	Adult
15300	14	Comedy
9487	12	Thriller
11615	14	Comedy
9951	22	Drama
11642	21	Drama
15721	11	Music
10817	10	Action
7522	43	Adult
10585	17	Drama
9344	10	Family
5025	35	Drama
9037	18	Crime
9038	29	Drama
11344	10	Adult
3057	26	Drama
2408	51	Fantasy
17432	15	Drama
8188	12	Action
3389	10	Drama
2258	23	Drama
3274	54	Family
9470	10	Drama
9921	17	Drama
7334	15	Drama
16738	14	Drama
11342	15	Action
4400	12	Family
11162	29	Crime
12549	18	Crime
424	10	Sci-Fi
7725	23	Drama
14854	10	Drama
1301	48	Animation
16647	16	Drama
15322	13	Comedy
5642	11	Comedy
7004	11	Drama
13068	10	Drama
4228	12	Drama
5085	23	Comedy
10257	12	Drama
654	18	Comedy
2472	36	Crime
11964	23	Adult
10381	16	Comedy
7528	21	Adult
9571	12	Family
1219	69	Comedy
2158	10	War
5219	18	Romance
6072	10	Drama
10095	38	Drama
149	33	Adult
14703	11	Adult
9171	18	Comedy
16103	24	Drama
10708	11	Adult
815	19	Drama
840	11	Drama
4551	14	Comedy
11035	18	Comedy
16447	12	Family
8038	14	Comedy
6947	11	Thriller
2906	43	Comedy
16451	11	Drama
7106	16	Action
5571	25	Drama
16653	11	Drama
5607	16	Drama
928	12	Mystery
12185	12	Comedy
12943	12	Drama
17145	16	Drama
3410	29	Drama
399	21	Comedy
6735	11	Thriller
12004	75	Adult
16504	11	Comedy
3014	16	Drama
13625	19	Romance
16286	10	Drama
1533	28	Thriller
3927	11	Music
17248	10	Drama
5809	23	Drama
14389	10	Drama
8672	10	Thriller
5796	10	Drama
4059	39	Drama
1685	40	Adult
3284	59	Comedy
15874	17	Drama
15396	11	Family
1415	20	Sci-Fi
4079	27	Comedy
12955	10	Drama
11212	15	Crime
3620	13	Sci-Fi
4345	19	Animation
1034	18	Drama
14764	13	Comedy
2033	23	Drama
14423	10	Comedy
15047	19	Comedy
4412	33	Drama
3251	21	Drama
11225	10	Comedy
2945	33	Comedy
17150	12	Romance
571	47	Drama
9368	11	Sci-Fi
6143	21	Drama
1385	113	Sci-Fi
13944	11	Comedy
5998	18	Drama
5315	12	Family
760	22	Comedy
15045	11	Drama
2095	10	Thriller
6740	21	Comedy
3583	10	Romance
734	60	Comedy
1617	184	Adult
16719	10	Thriller
7062	12	Thriller
8657	19	Comedy
17158	12	Romance
11073	34	Drama
1442	15	Drama
7967	13	Thriller
11808	16	Music
7999	10	Romance
16369	12	Adult
3394	13	Comedy
14139	12	Drama
10563	10	Mystery
6984	18	Comedy
6483	16	Music
15526	19	Comedy
660	47	Comedy
11734	11	Romance
2886	15	Music
17029	10	Drama
2425	15	Animation
14968	18	Romance
3207	11	Romance
4610	15	Crime
17498	10	Drama
4003	24	Comedy
3265	52	Comedy
3753	24	Action
7251	17	Thriller
3669	11	Adult
2900	12	Music
7575	10	Thriller
14672	42	Comedy
16098	18	Drama
505	12	Drama
5709	13	Comedy
7113	14	Drama
5909	11	Crime
1179	28	Drama
5403	74	Action
13138	17	Drama
14810	14	Drama
2031	10	Drama
7623	10	Drama
1519	27	Romance
3666	44	Adult
13552	12	Music
14745	10	Comedy
9480	12	Comedy
9741	19	Drama
14964	11	Romance
2482	26	Drama
2256	12	Crime
4603	47	Comedy
3444	34	Thriller
93	41	Adult
3731	30	Drama
6731	16	Drama
1975	58	Adult
14905	25	Adult
9964	23	Comedy
6950	12	Drama
15751	14	Drama
9516	11	Romance
1595	18	Adult
6215	14	Adult
12414	13	Sci-Fi
15235	13	Romance
681	32	Comedy
5008	10	Drama
14150	19	Drama
21	11	Drama
16213	10	Comedy
15938	16	Comedy
16163	11	Romance
4103	14	Action
14887	18	Adult
11042	11	Comedy
314	11	Action
2377	43	Sci-Fi
3628	11	Western
16033	27	Drama
5469	17	Action
13280	11	Action
17744	12	Drama
612	15	Drama
6722	14	Thriller
7788	39	Comedy
572	23	Comedy
1627	88	Adult
10572	14	Romance
256	36	Drama
15239	17	Comedy
10557	14	Romance
4756	14	Drama
1290	14	Animation
11155	12	Drama
17204	16	Thriller
15108	12	Adult
9270	17	War
4259	17	Action
2026	22	Drama
12435	30	Adult
13831	11	Horror
4399	15	Romance
16250	13	Drama
7384	13	Drama
7129	19	Action
8886	23	Comedy
5852	11	Drama
15448	10	Drama
4005	22	Music
13438	14	Comedy
8305	10	Action
8409	23	Drama
714	10	Romance
14966	15	Drama
13995	10	Drama
11326	18	Action
2116	17	Drama
7433	16	Comedy
6981	10	Comedy
10847	14	Comedy
2692	14	Music
17085	14	Comedy
2020	20	Drama
14128	13	Comedy
4472	14	Drama
17581	13	Crime
909	41	Drama
3023	14	Music
7191	114	Adult
9360	15	Drama
13729	32	Romance
6282	25	Adult
12071	12	Comedy
7318	11	Comedy
4486	11	Drama
14224	18	Comedy
1492	27	Drama
2556	26	Crime
15107	10	
13491	17	Comedy
10172	11	Drama
7945	50	Drama
16437	15	Drama
3554	12	Horror
5111	36	Drama
16619	11	Drama
7555	39	Adult
10720	11	Drama
8228	29	Sci-Fi
3465	28	Comedy
5030	21	Musical
8589	23	Mystery
4990	10	Drama
16836	11	Animation
6469	17	Comedy
3312	27	Drama
3217	15	Drama
3922	14	Music
7312	18	Comedy
1243	26	Drama
14044	15	Drama
8063	10	Drama
2323	102	Adult
12701	23	Crime
11798	17	Music
6727	16	Horror
2892	39	Music
13046	17	Adult
12176	13	Romance
8206	10	Sci-Fi
6926	12	Drama
589	36	Drama
7968	11	Drama
262	10	Drama
11231	10	Drama
9908	28	Drama
697	54	Comedy
17607	17	Adult
1425	53	Sci-Fi
11100	14	Thriller
1801	165	Adult
3221	26	Drama
7015	13	Drama
13977	14	Drama
14464	18	Drama
17047	20	Drama
15324	16	Drama
12160	16	Drama
592	11	Sci-Fi
1603	216	Adult
9907	12	Drama
9095	13	Music
5712	12	Comedy
14154	43	Drama
3156	21	Romance
4934	31	Drama
3353	18	
978	14	Romance
2716	25	Drama
603	31	Sci-Fi
14980	22	Romance
3202	25	Romance
13452	11	Drama
14066	17	Adult
10455	12	Comedy
8483	17	Action
5202	10	Comedy
10668	16	Thriller
12874	22	Thriller
8839	12	Comedy
12739	21	Thriller
16332	13	Romance
1516	14	Drama
14768	10	Drama
16248	11	Thriller
10957	16	Drama
2985	11	Comedy
2761	10	Crime
5534	25	Comedy
17046	11	Drama
337	19	Action
2974	29	Music
14079	11	Comedy
7198	11	Drama
15818	11	Comedy
16322	15	Comedy
8919	12	Romance
6800	31	Drama
8972	32	Comedy
1184	24	Drama
12285	12	Drama
7884	23	Drama
6260	11	Adult
3582	25	Drama
8189	16	Drama
2152	23	Drama
11478	17	Thriller
10376	18	Drama
9451	41	Adult
2534	22	Crime
6459	11	Music
5211	12	Drama
10014	13	Mystery
10593	22	Comedy
3040	10	Drama
10839	18	Drama
841	10	Drama
4476	21	Comedy
9847	27	Action
12906	10	Drama
8534	17	Animation
12973	14	Adult
6998	16	Drama
3098	10	Crime
16051	10	Drama
3211	14	Adventure
17525	11	Drama
274	22	Drama
12840	12	Comedy
9572	23	Drama
9693	15	Thriller
15137	16	Drama
16629	10	Comedy
2325	60	Adult
3144	18	Drama
12095	11	Drama
9854	39	Action
883	14	Drama
15017	14	Adult
2851	17	Drama
6413	12	Adult
6073	23	Fantasy
10433	30	Drama
14857	13	Drama
16726	22	Drama
9535	11	Drama
10245	16	Drama
10635	16	Drama
11982	15	Drama
10961	10	Comedy
501	27	Comedy
10774	19	Comedy
13732	29	Drama
15975	14	Romance
9347	17	Drama
913	14	Drama
12723	15	Comedy
2205	18	Drama
11839	11	Thriller
6208	10	Adult
11861	10	Romance
6109	12	Sci-Fi
17499	10	Drama
9056	25	Drama
14215	10	Fantasy
7399	11	Drama
15562	10	Romance
13176	12	Drama
12207	19	Drama
540	58	Drama
13741	13	Drama
12599	40	Comedy
10736	10	Comedy
14216	10	Drama
5335	10	Drama
455	36	Thriller
7217	19	Comedy
3165	19	Comedy
16560	11	Action
5200	22	Drama
15595	18	Comedy
3148	18	Drama
14571	15	Family
7381	25	Drama
11132	11	Comedy
2597	19	Music
14581	11	Comedy
4479	10	Drama
5924	15	Crime
13619	14	Drama
9539	14	Romance
12953	10	Drama
10444	14	Comedy
1159	13	Drama
12254	31	Comedy
2410	17	Comedy
10775	11	Drama
10908	11	Comedy
11890	12	Action
1611	52	Adult
2459	12	Drama
13898	10	Thriller
12213	12	Comedy
13905	14	Horror
13984	22	Drama
4653	22	Crime
13518	21	Comedy
5192	17	Comedy
6671	13	Adventure
2572	10	Crime
4827	11	Drama
4916	15	Drama
776	10	Music
4252	19	Animation
5624	26	Thriller
7512	14	Adult
4892	10	Comedy
12847	10	Drama
7850	21	Drama
3149	27	Drama
6391	24	Drama
6180	103	War
17410	16	Drama
487	16	Drama
15036	10	Comedy
11944	18	Crime
7409	12	Comedy
9747	11	Comedy
16015	17	Drama
12495	19	Adult
15570	25	Drama
8527	11	Sci-Fi
12608	26	Drama
10107	10	Drama
5240	12	Romance
12800	11	Comedy
7423	20	Drama
6286	29	Adult
14106	13	Drama
7563	13	Adult
10833	31	Action
7964	10	Drama
12260	30	Romance
4559	13	Comedy
13666	14	Drama
13885	11	Drama
12752	10	Crime
16048	15	Comedy
310	27	Drama
11188	51	Crime
5980	14	Drama
2740	11	Drama
15505	29	Comedy
13120	11	Drama
13930	17	Drama
3705	10	Comedy
1096	23	Crime
2153	10	Comedy
306	23	Drama
3296	26	Comedy
12981	12	Comedy
4510	20	Drama
8335	23	Drama
16330	22	Drama
16021	11	Drama
7860	29	Thriller
3022	14	Music
17303	12	Adult
11939	16	Comedy
7762	24	Drama
5166	15	Comedy
15701	11	Romance
6555	27	Crime
9246	18	Drama
2511	27	Comedy
12219	13	Drama
17414	10	Drama
5449	32	Action
5537	15	Family
2688	11	Music
16796	11	Drama
10129	16	Drama
1757	117	Adult
4721	12	Drama
17126	13	Comedy
6087	20	Romance
6234	39	Adult
13502	18	Comedy
871	15	Drama
11057	24	Drama
3695	22	Drama
2638	32	Horror
4764	11	Musical
374	11	Romance
3764	17	Thriller
1143	14	Comedy
1885	45	Adult
12919	14	Drama
11902	17	Romance
10898	12	Thriller
539	16	Drama
10177	26	Comedy
11427	10	Comedy
3856	27	Music
6544	21	Comedy
14213	12	Drama
2375	15	Animation
253	28	Comedy
4537	31	Drama
4651	19	Crime
3161	37	Drama
13906	10	Romance
4643	46	Comedy
14685	11	Adult
10811	12	Action
746	20	Comedy
11421	13	Drama
532	38	Drama
3239	16	Thriller
12858	13	Comedy
2749	22	Crime
1746	63	Adult
4078	10	Fantasy
14316	17	Music
1215	37	Family
3238	13	Family
1931	43	Adult
7832	30	Drama
11131	17	Drama
7230	16	Sci-Fi
814	33	Thriller
3436	34	Drama
5427	23	Action
11455	11	Comedy
3751	11	Thriller
2666	23	Music
15600	10	Drama
14620	16	Comedy
3743	25	Drama
12783	12	Drama
4574	19	Drama
15134	14	Comedy
16639	11	Drama
6188	18	Adult
4521	15	Drama
115	13	Adult
5858	10	Drama
6556	24	Crime
11147	10	Drama
15005	15	Adult
4867	15	Mystery
9325	14	Music
5757	25	Family
4089	13	Thriller
10294	15	Romance
17760	15	Drama
5076	11	Drama
15410	10	Comedy
3130	14	Drama
1214	27	Drama
5530	10	Drama
1235	28	Drama
2675	20	Music
13709	15	Crime
84	10	Adult
6649	21	Drama
1221	15	Drama
2545	47	Crime
17689	13	Drama
11505	20	Adult
3290	31	Drama
5893	31	Crime
16605	13	Drama
4696	13	Romance
14164	11	Thriller
3200	24	Drama
7693	17	Drama
7548	11	Adult
16657	11	Drama
20	12	Drama
14032	22	Drama
16172	10	Sci-Fi
16106	26	Crime
9356	19	Drama
16983	12	Drama
6383	12	Drama
4276	79	Sci-Fi
17813	14	Romance
3481	10	Thriller
12073	22	Action
11119	18	Comedy
3829	30	Comedy
7503	33	Comedy
4229	46	Comedy
16537	16	Drama
4804	13	Romance
4108	17	Comedy
12877	11	Drama
11448	11	Comedy
5631	25	Comedy
11106	17	Drama
11677	13	Drama
16590	11	Drama
6443	12	Adult
1820	60	Adult
15051	15	Adult
14904	20	Adult
13506	16	Drama
11134	18	Drama
8837	13	Comedy
12087	10	Romance
4451	10	Drama
6061	27	Thriller
13445	11	Drama
15150	17	Drama
7680	14	Comedy
11256	10	Drama
2370	29	Sci-Fi
17537	12	Romance
6377	11	Comedy
13233	14	Drama
10163	15	Music
12808	17	Drama
3800	17	Thriller
951	13	Comedy
6902	10	Drama
2166	34	Drama
4849	17	Comedy
11007	11	Drama
13596	19	Adult
677	10	Horror
11142	18	Comedy
4943	33	Drama
9474	10	Drama
2210	44	Drama
10174	10	Drama
5217	12	Drama
7084	12	Drama
4169	14	Romance
4749	11	Romance
6559	31	Thriller
12798	17	Drama
10550	15	Romance
16080	13	Drama
4007	16	Drama
6770	10	Drama
7475	11	Thriller
7275	15	Comedy
5063	13	Drama
15132	12	Comedy
12946	12	Comedy
5528	46	Comedy
